Order Date,Category,Region,Sales
2016-09-06,Furniture,West,191.82
2016-06-29,Furniture,East,20.104
2017-09-10,Office Supplies,South,67.56
2015-07-14,Office Supplies,Central,29.932
2015-07-14,Technology,Central,38.272
2016-08-22,Office Supplies,East,16.52
2015-11-14,Technology,East,832.93
2015-11-14,Office Supplies,East,43.8
2017-11-27,Office Supplies,Central,167.292
2018-11-21,Furniture,East,27.42
2018-10-01,Office Supplies,West,1.44
2018-10-01,Office Supplies,West,61.776
2018-10-01,Office Supplies,West,241.96
2018-10-01,Furniture,West,108.608
2015-09-20,Office Supplies,South,2.816
2018-07-28,Office Supplies,West,9.984
2018-07-28,Office Supplies,West,14.98
2018-07-28,Technology,West,1145.6
2016-12-06,Technology,East,485.94
2016-12-06,Office Supplies,East,37.376
2016-12-06,Furniture,East,70.686
2018-07-31,Office Supplies,East,54.816
2017-03-19,Furniture,West,72.294
2018-07-29,Office Supplies,Central,2.896
2018-07-29,Technology,Central,124.792
2017-10-01,Furniture,East,330.588
2015-03-31,Office Supplies,West,673.568
2015-03-31,Office Supplies,West,52.98
2018-06-26,Furniture,Central,526.45
2018-07-09,Office Supplies,Central,228.92
2016-12-14,Technology,West,319.968
2018-12-05,Technology,East,205.03
2016-09-15,Office Supplies,Central,190.86
2016-09-15,Office Supplies,Central,24.32
2017-07-15,Office Supplies,West,44.4
2018-04-20,Furniture,Central,44.4
2017-11-15,Office Supplies,West,1016.792
2017-11-15,Office Supplies,West,38.136
2017-11-26,Technology,East,494.982
2018-11-21,Office Supplies,West,56.56
2018-11-21,Office Supplies,West,5.56
2018-11-21,Office Supplies,West,9.02
2018-11-21,Office Supplies,West,8.62
2018-11-21,Technology,West,659.976
2016-02-15,Office Supplies,West,13.36
2016-02-15,Office Supplies,West,41.72
2016-02-15,Office Supplies,West,11.52
2016-02-15,Office Supplies,West,541.44
2016-02-15,Office Supplies,West,19.44
2017-04-15,Office Supplies,West,143.7
2016-09-28,Office Supplies,West,43.26
2016-09-28,Office Supplies,West,43.56
2017-09-17,Technology,East,437.85
2017-09-17,Furniture,East,109.48
2018-06-16,Furniture,West,1212.96
2018-06-16,Office Supplies,West,18.54
2016-11-08,Office Supplies,West,5.0
2016-11-08,Technology,West,371.97
2016-12-18,Technology,East,166.24
2018-02-06,Furniture,South,359.97
2017-11-14,Technology,South,499.98
2017-11-14,Office Supplies,South,5.28
2017-11-14,Office Supplies,South,8.26
2018-10-12,Office Supplies,South,7.968
2018-09-17,Office Supplies,West,12.96
2018-12-20,Office Supplies,East,6.48
2018-12-20,Office Supplies,East,6.984
2018-12-02,Office Supplies,South,47.96
2016-09-21,Office Supplies,West,199.74
2016-03-06,Furniture,West,435.26
2016-03-06,Technology,West,1119.984
2015-10-03,Furniture,West,143.432
2015-10-03,Furniture,West,122.352
2015-06-27,Office Supplies,South,306.2
2015-06-27,Furniture,South,85.98
2015-06-27,Technology,South,223.96
2018-10-30,Furniture,West,97.568
2018-10-30,Furniture,West,614.272
2018-10-30,Furniture,West,199.98
2017-09-03,Office Supplies,East,48.16
2016-03-05,Technology,Central,23.92
2016-03-05,Office Supplies,Central,60.69
2017-05-05,Office Supplies,South,14.352
2018-11-17,Office Supplies,South,35.04
2018-06-01,Office Supplies,East,17.48
2018-06-10,Office Supplies,West,16.4
2018-01-08,Furniture,West,892.98
2016-04-20,Technology,South,287.97
2016-04-20,Furniture,South,595.38
2016-04-20,Office Supplies,South,12.96
2016-11-01,Technology,East,4.95
2018-12-23,Furniture,East,181.95
2016-11-01,Office Supplies,East,13.52
2016-11-01,Furniture,East,259.7
2016-11-01,Technology,East,42.95
2016-11-01,Technology,East,1399.93
2016-11-01,Technology,East,503.96
2015-11-14,Office Supplies,Central,12.72
2015-11-14,Office Supplies,Central,11.52
2017-01-17,Technology,South,316.0
2018-09-17,Furniture,South,723.92
2018-09-17,Office Supplies,South,106.32
2017-12-23,Furniture,Central,141.372
2016-08-06,Office Supplies,Central,27.216
2018-11-05,Technology,East,390.75
2018-06-11,Furniture,West,280.792
2018-06-11,Office Supplies,West,68.448
2018-06-11,Office Supplies,West,88.04
2018-06-11,Office Supplies,West,15.872
2018-06-11,Office Supplies,West,215.592
2018-07-20,Office Supplies,Central,14.62
2018-07-20,Office Supplies,Central,416.32
2018-07-20,Office Supplies,Central,43.0
2018-07-20,Furniture,Central,182.94
2018-07-20,Office Supplies,Central,60.83
2018-07-20,Technology,Central,389.97
2016-12-23,Office Supplies,South,194.32
2018-03-20,Technology,West,265.93
2016-12-31,Office Supplies,South,94.74
2016-12-31,Office Supplies,South,60.64
2016-12-31,Office Supplies,South,76.3
2016-12-31,Office Supplies,South,364.8
2016-09-15,Office Supplies,East,79.872
2016-09-15,Furniture,East,46.384
2016-09-15,Office Supplies,East,12.96
2018-09-23,Office Supplies,West,14.352
2016-12-25,Furniture,East,547.136
2017-09-24,Office Supplies,West,41.96
2017-09-24,Office Supplies,West,41.7
2018-03-21,Office Supplies,Central,277.4
2018-03-21,Office Supplies,Central,5.78
2015-09-30,Office Supplies,South,69.216
2018-12-10,Office Supplies,East,10.86
2018-12-10,Office Supplies,East,426.79
2015-08-23,Office Supplies,East,25.92
2015-08-23,Office Supplies,East,45.92
2015-08-19,Office Supplies,East,10.72
2017-11-10,Office Supplies,South,41.86
2015-12-31,Furniture,East,63.2
2015-12-31,Technology,East,113.97
2015-07-26,Office Supplies,Central,123.552
2017-02-22,Office Supplies,Central,490.32
2017-03-13,Office Supplies,Central,70.08
2017-03-13,Office Supplies,Central,1.272
2017-03-13,Furniture,Central,557.585
2018-12-02,Office Supplies,West,9.024
2018-12-02,Office Supplies,West,69.456
2018-12-02,Office Supplies,West,10.86
2018-12-02,Office Supplies,West,79.47
2018-12-02,Office Supplies,West,10.08
2016-08-31,Furniture,West,1552.831
2016-08-31,Office Supplies,West,137.24
2016-08-31,Technology,West,36.51
2016-08-31,Technology,West,239.976
2015-03-17,Furniture,East,1579.746
2015-03-17,Furniture,East,1071.576
2015-03-17,Furniture,East,613.908
2015-03-17,Office Supplies,East,34.86
2015-03-17,Office Supplies,East,155.04
2018-04-16,Office Supplies,East,13.71
2017-03-13,Furniture,South,127.88
2017-03-13,Office Supplies,South,160.32
2017-03-13,Office Supplies,South,46.0
2015-11-24,Furniture,West,120.712
2018-02-10,Office Supplies,East,23.12
2017-09-23,Furniture,East,532.704
2017-09-23,Office Supplies,East,4.912
2018-07-07,Technology,East,252.0
2017-07-07,Furniture,Central,60.288
2017-07-07,Office Supplies,Central,2.632
2017-07-07,Office Supplies,Central,23.688
2017-07-07,Furniture,Central,253.372
2018-01-24,Office Supplies,South,5.67
2015-08-19,Office Supplies,East,76.776
2015-08-19,Office Supplies,East,9.184
2016-12-06,Office Supplies,West,32.75
2017-05-06,Office Supplies,East,7.216
2017-05-06,Office Supplies,East,49.568
2017-05-06,Furniture,East,54.712
2018-03-25,Office Supplies,West,176.04
2018-03-25,Office Supplies,West,16.02
2018-03-25,Office Supplies,West,185.92
2018-03-25,Technology,West,211.168
2018-03-25,Technology,West,479.984
2016-12-12,Office Supplies,West,7.86
2016-12-12,Office Supplies,West,24.448
2016-12-06,Office Supplies,East,6.48
2016-12-06,Office Supplies,East,41.86
2016-12-06,Technology,East,1619.91
2016-12-06,Furniture,East,113.92
2017-03-17,Office Supplies,East,39.68
2016-11-14,Technology,East,37.6
2016-11-14,Technology,East,59.9
2016-11-14,Office Supplies,East,37.0
2018-08-14,Office Supplies,West,5.76
2018-08-14,Office Supplies,West,16.68
2018-09-09,Office Supplies,South,628.81
2018-09-09,Office Supplies,South,56.45
2018-04-01,Office Supplies,Central,94.2
2018-04-01,Office Supplies,Central,28.4
2017-09-27,Furniture,Central,956.6648
2018-10-07,Technology,West,1115.91
2018-10-07,Technology,West,128.744
2018-10-07,Technology,West,79.92
2018-01-20,Office Supplies,West,24.2
2018-01-20,Technology,West,359.976
2018-03-23,Furniture,West,211.84
2015-08-01,Office Supplies,East,5.68
2016-06-07,Office Supplies,West,7.52
2015-11-12,Office Supplies,West,11.96
2015-11-12,Furniture,West,629.064
2017-12-29,Furniture,Central,754.45
2016-07-06,Furniture,East,301.96
2018-10-12,Technology,West,595.0
2018-10-12,Office Supplies,West,79.872
2017-05-21,Technology,West,2396.4
2018-11-09,Office Supplies,West,63.56
2018-11-09,Technology,West,99.99
2017-04-18,Office Supplies,Central,230.376
2017-04-18,Office Supplies,Central,9.664
2018-12-25,Technology,East,158.928
2018-12-25,Office Supplies,East,13.023
2018-12-25,Furniture,East,273.06
2018-12-25,Office Supplies,East,39.312
2017-06-11,Office Supplies,Central,1.344
2017-06-11,Office Supplies,Central,8.272
2017-06-11,Furniture,Central,12.544
2018-05-13,Office Supplies,West,58.48
2018-12-28,Furniture,West,7.4
2015-03-25,Furniture,East,366.786
2018-05-28,Technology,Central,54.368
2016-11-14,Office Supplies,South,33.96
2016-11-14,Office Supplies,South,826.11
2018-07-03,Furniture,West,545.85
2015-11-18,Furniture,West,145.98
2015-11-18,Office Supplies,West,35.808
2018-07-17,Furniture,South,7.904
2017-05-22,Technology,East,345.0
2017-05-22,Furniture,East,174.286
2017-05-22,Office Supplies,East,662.84
2017-05-22,Technology,East,95.1
2017-05-22,Office Supplies,East,26.88
2017-05-22,Technology,East,257.98
2016-09-25,Office Supplies,West,17.48
2017-10-31,Furniture,East,492.835
2016-09-14,Office Supplies,South,269.49
2017-11-05,Office Supplies,West,29.12
2018-03-17,Office Supplies,East,18.75
2018-03-17,Technology,East,119.7
2018-03-17,Office Supplies,East,9.144
2018-03-17,Technology,East,57.06
2018-03-17,Technology,East,71.6
2018-03-17,Office Supplies,East,107.44
2018-03-17,Office Supplies,East,7.31
2018-03-17,Office Supplies,East,59.1
2018-03-17,Office Supplies,East,46.53
2018-08-15,Office Supplies,East,97.84
2016-07-11,Office Supplies,West,29.97
2016-07-11,Office Supplies,West,98.352
2018-12-03,Office Supplies,East,83.92
2018-12-03,Office Supplies,East,14.624
2018-12-03,Technology,East,136.99
2018-12-03,Office Supplies,East,3.15
2018-05-04,Office Supplies,South,9.11
2018-05-04,Office Supplies,South,571.44
2018-05-04,Office Supplies,South,32.4
2018-05-04,Office Supplies,South,16.91
2017-01-22,Furniture,South,14.272
2017-01-22,Furniture,South,451.136
2017-01-22,Office Supplies,South,64.864
2017-11-03,Furniture,West,217.584
2017-11-03,Technology,West,82.95
2017-11-03,Office Supplies,West,87.71
2017-11-03,Office Supplies,West,1101.48
2018-09-04,Furniture,West,1322.352
2015-09-13,Office Supplies,East,5.46
2018-06-19,Office Supplies,Central,11.184
2018-06-19,Office Supplies,Central,153.584
2018-12-24,Office Supplies,West,1003.62
2018-08-28,Technology,West,35.168
2018-08-28,Furniture,West,1137.75
2018-08-28,Office Supplies,West,99.68
2018-08-28,Office Supplies,West,5.56
2016-01-02,Office Supplies,East,85.52
2016-01-02,Office Supplies,East,9.84
2016-01-02,Office Supplies,East,20.04
2016-10-09,Technology,East,631.96
2016-10-09,Office Supplies,East,23.92
2015-12-13,Office Supplies,West,90.24
2015-11-19,Technology,East,4548.81
2017-09-10,Furniture,Central,300.93
2017-09-10,Technology,Central,719.96
2015-06-16,Furniture,Central,647.84
2016-09-26,Office Supplies,West,64.17
2016-09-26,Office Supplies,West,124.46
2017-05-19,Office Supplies,West,9.584
2018-06-22,Office Supplies,South,37.608
2018-06-17,Office Supplies,Central,12.224
2018-06-17,Office Supplies,Central,2.304
2018-06-17,Office Supplies,Central,9.36
2017-11-14,Office Supplies,West,7.38
2015-07-25,Office Supplies,West,53.72
2015-07-25,Office Supplies,West,8187.65
2015-07-25,Furniture,West,77.92
2016-07-02,Office Supplies,Central,32.784
2018-03-02,Technology,West,196.776
2018-03-02,Technology,West,479.94
2017-11-18,Office Supplies,Central,1117.92
2016-04-18,Technology,South,106.5
2018-12-02,Office Supplies,South,45.66
2017-11-11,Technology,Central,95.968
2017-11-11,Furniture,Central,47.992
2015-09-05,Office Supplies,East,264.32
2015-11-15,Office Supplies,Central,604.656
2018-05-02,Furniture,East,129.93
2017-10-15,Office Supplies,Central,20.16
2017-10-15,Office Supplies,Central,29.46
2017-10-15,Office Supplies,Central,868.59
2017-10-15,Office Supplies,Central,12.96
2017-10-15,Technology,Central,5.5
2017-10-15,Office Supplies,Central,121.6
2016-04-06,Office Supplies,Central,42.048
2016-04-06,Technology,Central,25.488
2016-04-06,Office Supplies,Central,6.9
2016-04-06,Office Supplies,Central,9.648
2016-04-06,Office Supplies,Central,7.968
2015-10-24,Office Supplies,South,10.368
2015-08-17,Office Supplies,South,114.2
2015-08-17,Office Supplies,South,17.96
2015-08-17,Office Supplies,South,12.67
2015-08-17,Technology,South,339.96
2018-08-15,Office Supplies,East,1801.632
2016-09-06,Technology,West,46.32
2016-01-27,Furniture,East,181.986
2016-01-27,Technology,East,431.976
2016-01-27,Technology,East,155.37
2016-07-16,Furniture,West,1348.704
2016-07-16,Furniture,West,700.152
2017-04-30,Furniture,West,111.888
2015-09-26,Office Supplies,East,143.952
2017-09-08,Furniture,East,173.94
2017-09-08,Office Supplies,East,14.76
2018-04-16,Office Supplies,West,205.92
2018-04-16,Furniture,West,102.833
2016-08-16,Office Supplies,West,2.304
2016-08-16,Technology,West,1879.96
2016-08-16,Office Supplies,West,313.024
2016-08-16,Office Supplies,West,5.04
2018-11-19,Furniture,South,821.88
2018-11-19,Office Supplies,South,21.96
2017-09-14,Office Supplies,South,25.92
2017-08-15,Technology,South,705.544
2016-09-26,Technology,East,50.0
2017-10-08,Furniture,Central,51.712
2016-03-24,Office Supplies,South,6.992
2016-05-31,Furniture,West,1406.86
2016-05-31,Office Supplies,West,15.75
2016-05-31,Office Supplies,West,323.1
2016-12-25,Office Supplies,South,9.216
2016-12-25,Office Supplies,South,10.368
2016-03-17,Technology,East,15.02
2016-03-17,Office Supplies,East,33.82
2018-12-21,Technology,South,71.0
2018-11-01,Office Supplies,West,25.12
2018-11-01,Furniture,West,2665.62
2018-09-07,Office Supplies,East,478.08
2018-12-27,Technology,East,164.388
2018-12-27,Office Supplies,East,13.248
2018-07-16,Office Supplies,Central,2.912
2017-08-12,Technology,Central,1399.944
2018-07-09,Furniture,Central,526.45
2015-11-22,Office Supplies,South,16.23
2015-11-22,Office Supplies,South,319.9
2015-11-22,Office Supplies,South,11.36
2015-11-22,Office Supplies,South,675.12
2015-01-26,Furniture,South,62.82
2015-01-26,Office Supplies,South,489.92
2015-01-26,Office Supplies,South,19.44
2015-01-26,Office Supplies,South,16.68
2015-01-26,Technology,South,155.35
2015-01-26,Furniture,South,12.42
2015-01-26,Technology,South,187.98
2016-11-03,Office Supplies,Central,6.608
2018-06-30,Office Supplies,East,248.57
2018-06-30,Furniture,East,22.23
2017-05-05,Office Supplies,West,5.98
2017-05-05,Technology,West,246.168
2017-09-08,Furniture,Central,14.136
2017-09-08,Furniture,Central,601.47
2018-11-24,Technology,South,79.1
2018-11-24,Office Supplies,South,327.84
2018-05-13,Office Supplies,Central,180.96
2018-05-13,Office Supplies,Central,914.97
2018-05-13,Technology,Central,587.97
2018-05-13,Office Supplies,Central,530.34
2018-05-13,Office Supplies,Central,14.94
2018-04-23,Office Supplies,East,121.94
2018-04-23,Office Supplies,East,122.71
2017-06-04,Office Supplies,East,14.94
2017-06-04,Technology,East,1349.85
2017-06-04,Furniture,East,136.784
2017-06-04,Furniture,East,61.12
2015-12-16,Office Supplies,South,1.167
2017-03-04,Office Supplies,West,16.99
2015-11-25,Technology,Central,24.672
2015-11-25,Office Supplies,Central,2.52
2015-11-25,Furniture,Central,1218.735
2015-11-25,Office Supplies,Central,5.904
2015-11-25,Office Supplies,Central,15.696
2015-11-25,Furniture,Central,6.096
2017-04-28,Furniture,West,41.568
2015-04-26,Furniture,West,230.28
2015-04-26,Office Supplies,West,18.288
2018-04-01,Office Supplies,West,5.78
2018-04-01,Office Supplies,West,121.68
2018-12-22,Office Supplies,West,4.17
2018-12-22,Technology,West,67.04
2018-12-22,Office Supplies,West,37.32
2018-12-22,Office Supplies,West,18.45
2015-12-03,Office Supplies,Central,25.92
2018-10-22,Technology,East,11199.968
2018-10-22,Technology,East,2399.6
2018-10-22,Office Supplies,East,63.9
2018-10-22,Technology,East,52.99
2018-11-13,Technology,East,60.864
2018-11-13,Technology,East,652.995
2018-11-13,Office Supplies,East,11.22
2016-09-10,Office Supplies,Central,14.94
2018-05-15,Furniture,West,39.96
2018-05-15,Furniture,West,42.624
2018-05-15,Furniture,West,220.96
2016-07-05,Furniture,South,4.928
2016-07-05,Office Supplies,South,7.23
2016-08-15,Office Supplies,West,323.1
2018-06-12,Office Supplies,East,19.04
2018-06-12,Office Supplies,East,13.128
2018-06-12,Office Supplies,East,64.14
2018-06-12,Furniture,East,858.24
2016-02-20,Technology,South,29.99
2017-12-29,Office Supplies,Central,186.048
2017-04-17,Technology,South,36.792
2017-04-17,Furniture,South,18.624
2015-09-07,Furniture,Central,57.69
2015-09-07,Office Supplies,Central,42.81
2015-09-07,Office Supplies,Central,12.96
2015-09-07,Furniture,Central,821.88
2015-09-07,Technology,Central,104.85
2017-09-26,Furniture,West,424.9575
2018-09-17,Office Supplies,West,10.776
2018-09-17,Office Supplies,West,11.784
2018-09-17,Office Supplies,West,164.88
2018-09-17,Furniture,West,1292.94
2018-09-17,Office Supplies,West,25.584
2018-09-17,Office Supplies,West,261.74
2018-09-17,Office Supplies,West,14.4
2017-08-16,Office Supplies,West,10.86
2016-12-24,Furniture,West,883.84
2018-11-28,Technology,East,1979.89
2018-11-28,Office Supplies,East,79.96
2018-04-14,Office Supplies,Central,8.76
2017-05-01,Office Supplies,South,3.984
2017-05-01,Furniture,South,370.62
2017-05-01,Office Supplies,South,2.742
2017-10-01,Technology,Central,79.512
2017-10-01,Office Supplies,Central,28.352
2016-08-25,Furniture,West,40.784
2016-08-25,Office Supplies,West,105.96
2015-09-09,Office Supplies,East,166.44
2015-09-09,Furniture,East,785.88
2015-09-09,Office Supplies,East,26.2
2015-09-09,Office Supplies,East,1325.85
2018-12-03,Office Supplies,West,166.44
2018-11-27,Office Supplies,South,8.76
2018-11-27,Office Supplies,South,43.584
2015-06-21,Office Supplies,West,11.088
2015-06-21,Office Supplies,West,25.164
2018-01-21,Office Supplies,Central,14.4
2018-01-21,Technology,Central,619.95
2018-01-21,Office Supplies,Central,89.52
2018-01-21,Technology,Central,350.973
2018-01-21,Technology,Central,164.99
2018-06-29,Office Supplies,West,312.552
2017-09-06,Office Supplies,South,95.952
2017-09-06,Office Supplies,South,3.204
2017-08-04,Office Supplies,Central,3.98
2016-11-12,Office Supplies,West,15.7
2015-06-30,Office Supplies,Central,5.248
2018-12-04,Office Supplies,East,5.346
2017-08-28,Office Supplies,West,15.48
2017-08-28,Technology,West,108.576
2017-01-22,Furniture,West,109.9
2015-10-15,Furniture,South,15.384
2017-02-07,Office Supplies,East,30.352
2015-03-18,Technology,South,821.3
2015-03-18,Technology,South,22638.48
2015-03-18,Office Supplies,South,21.376
2015-03-18,Office Supplies,South,8.016
2015-03-18,Furniture,South,30.768
2015-03-18,Office Supplies,South,18.936
2015-03-18,Furniture,South,122.352
2015-05-24,Office Supplies,East,116.28
2018-07-11,Technology,East,132.6
2018-06-16,Office Supplies,West,16.68
2018-06-16,Office Supplies,West,19.44
2018-06-16,Office Supplies,West,192.16
2016-01-30,Furniture,West,227.36
2016-01-30,Technology,West,1919.976
2016-12-11,Office Supplies,South,12.828
2018-10-09,Furniture,East,45.888
2018-07-29,Office Supplies,East,60.12
2015-04-25,Technology,South,302.376
2016-12-01,Office Supplies,West,13.9
2015-12-04,Technology,East,129.98
2018-08-26,Technology,South,71.98
2015-09-07,Technology,East,377.97
2018-12-21,Office Supplies,West,124.36
2015-12-06,Furniture,Central,23.976
2015-11-04,Office Supplies,South,8.376
2015-11-04,Office Supplies,South,58.24
2017-04-14,Office Supplies,South,81.2
2015-10-04,Office Supplies,West,14.45
2015-10-04,Office Supplies,West,95.648
2018-11-07,Technology,East,359.97
2018-11-07,Furniture,East,350.352
2018-12-22,Office Supplies,East,1.641
2018-12-22,Technology,East,629.958
2018-02-13,Office Supplies,West,6.63
2018-02-13,Technology,West,799.96
2018-02-13,Furniture,West,107.53
2015-07-02,Technology,East,73.98
2015-07-02,Office Supplies,East,5.58
2016-02-21,Office Supplies,West,49.12
2016-11-13,Technology,East,377.97
2016-11-13,Office Supplies,East,42.28
2016-11-13,Furniture,East,299.97
2016-11-13,Technology,East,89.98
2018-04-16,Office Supplies,South,477.24
2018-04-16,Technology,South,25.98
2017-02-25,Office Supplies,East,46.72
2015-11-04,Furniture,West,35.34
2016-06-20,Furniture,West,257.64
2016-06-20,Technology,West,125.976
2018-08-07,Technology,South,79.992
2015-05-12,Furniture,East,700.056
2016-11-22,Technology,Central,27.168
2016-12-04,Office Supplies,South,8.226
2015-06-08,Furniture,West,585.552
2015-08-08,Office Supplies,West,423.28
2015-05-26,Furniture,West,225.296
2016-04-17,Office Supplies,West,5.56
2016-04-17,Technology,West,323.37
2016-04-17,Technology,West,783.96
2016-04-17,Office Supplies,West,1447.65
2016-04-17,Office Supplies,West,11.96
2017-06-11,Technology,East,239.97
2017-03-11,Furniture,South,76.92
2017-03-11,Office Supplies,South,481.32
2015-05-26,Office Supplies,West,48.4
2018-10-12,Technology,West,0.99
2018-10-12,Office Supplies,West,101.84
2018-06-22,Office Supplies,East,10.332
2018-06-22,Office Supplies,East,31.155
2018-06-22,Office Supplies,East,8.928
2018-01-15,Office Supplies,East,34.384
2018-01-15,Office Supplies,East,1924.16
2016-04-02,Office Supplies,Central,32.192
2016-04-02,Technology,Central,50.12
2016-04-02,Technology,Central,47.976
2017-09-03,Office Supplies,Central,54.5
2018-12-10,Furniture,South,19.104
2017-11-22,Office Supplies,Central,49.44
2018-11-11,Office Supplies,East,10.368
2017-10-21,Office Supplies,West,154.44
2016-12-21,Office Supplies,West,60.984
2016-07-17,Furniture,West,195.466
2018-04-30,Furniture,South,23.68
2018-04-30,Technology,South,2.376
2018-05-06,Office Supplies,East,59.2
2018-11-20,Office Supplies,Central,22.0
2017-11-11,Technology,Central,257.98
2017-11-05,Technology,East,23.988
2017-10-09,Technology,East,23.976
2016-09-21,Furniture,West,601.536
2016-09-21,Office Supplies,West,7.9
2015-12-02,Furniture,Central,58.36
2015-12-02,Office Supplies,Central,16.464
2015-12-02,Furniture,Central,39.96
2015-09-21,Office Supplies,Central,25.96
2015-09-21,Office Supplies,Central,36.27
2015-09-21,Office Supplies,Central,6.48
2015-04-12,Technology,West,1075.088
2015-04-12,Technology,West,438.368
2015-04-12,Office Supplies,West,18.088
2015-04-12,Furniture,West,308.499
2018-10-20,Office Supplies,South,13.36
2018-10-20,Office Supplies,South,39.96
2018-10-20,Office Supplies,South,145.85
2017-10-25,Technology,South,783.96
2016-11-01,Office Supplies,West,7.88
2018-11-03,Furniture,West,41.37
2016-05-12,Office Supplies,West,12.84
2016-05-12,Office Supplies,West,25.68
2016-09-07,Furniture,Central,47.516
2016-07-25,Office Supplies,West,9.42
2016-07-25,Office Supplies,West,12.96
2016-07-25,Furniture,West,704.9
2016-07-25,Furniture,West,561.568
2016-11-16,Office Supplies,Central,179.82
2016-11-16,Furniture,Central,185.58
2016-11-16,Furniture,Central,214.11
2016-11-16,Technology,Central,999.96
2016-11-16,Furniture,Central,653.55
2016-09-01,Office Supplies,East,114.6
2016-09-01,Furniture,East,60.74
2016-09-01,Furniture,East,124.36
2016-09-01,Office Supplies,East,1088.76
2017-05-05,Office Supplies,West,6.72
2017-05-05,Furniture,West,298.776
2017-12-31,Technology,West,302.376
2018-09-18,Office Supplies,Central,8.928
2018-09-18,Office Supplies,Central,47.584
2015-09-25,Office Supplies,Central,33.792
2015-09-25,Furniture,Central,300.5328
2015-09-25,Office Supplies,Central,2.724
2015-09-25,Office Supplies,Central,3.264
2017-04-23,Office Supplies,East,108.336
2017-04-23,Office Supplies,East,55.92
2017-04-23,Office Supplies,East,78.304
2015-11-01,Office Supplies,West,443.92
2015-11-01,Technology,West,155.976
2018-01-26,Office Supplies,South,15.47
2018-01-26,Office Supplies,South,7.16
2018-11-11,Office Supplies,West,10.89
2018-11-11,Office Supplies,West,19.44
2018-11-11,Office Supplies,West,121.6
2017-06-09,Technology,South,695.7
2016-09-03,Office Supplies,East,120.33
2015-03-14,Furniture,South,1139.92
2018-08-31,Office Supplies,South,229.544
2018-03-23,Office Supplies,Central,143.728
2018-05-18,Technology,East,36.048
2017-12-27,Furniture,Central,845.488
2018-11-17,Office Supplies,East,50.94
2018-09-10,Office Supplies,Central,762.594
2018-04-08,Furniture,South,56.28
2018-04-08,Office Supplies,South,2690.97
2017-11-28,Office Supplies,South,7.434
2017-06-02,Office Supplies,East,64.784
2018-12-17,Office Supplies,Central,28.16
2017-03-19,Furniture,East,14.98
2017-03-19,Furniture,East,20.32
2018-08-20,Office Supplies,East,40.29
2018-07-25,Office Supplies,Central,20.23
2017-08-26,Furniture,West,1603.136
2017-08-15,Furniture,South,225.296
2018-05-19,Technology,South,67.8
2018-05-19,Technology,South,377.97
2018-05-19,Furniture,South,1628.82
2018-05-19,Office Supplies,South,286.93
2018-08-12,Office Supplies,South,20.736
2018-08-13,Office Supplies,West,31.44
2018-08-13,Office Supplies,West,83.79
2018-08-13,Office Supplies,West,59.52
2018-08-13,Office Supplies,West,31.92
2017-11-10,Office Supplies,East,14.72
2017-11-10,Office Supplies,East,38.976
2018-06-12,Furniture,South,17.088
2015-03-22,Office Supplies,West,74.352
2015-03-22,Furniture,West,314.352
2018-06-15,Office Supplies,West,4.26
2018-11-16,Office Supplies,West,811.28
2018-12-29,Office Supplies,East,6.03
2017-01-21,Furniture,West,153.568
2017-01-21,Furniture,West,1013.488
2017-01-15,Office Supplies,East,52.34
2017-01-15,Office Supplies,East,4.66
2017-01-15,Technology,East,254.97
2017-09-19,Office Supplies,East,25.44
2017-09-19,Office Supplies,East,27.93
2015-02-21,Office Supplies,Central,8.85
2017-11-11,Furniture,West,6.96
2017-01-30,Office Supplies,West,17.456
2017-10-18,Furniture,West,307.92
2018-12-18,Office Supplies,West,6.63
2018-12-18,Office Supplies,West,12.96
2018-12-18,Office Supplies,West,32.4
2018-11-02,Office Supplies,West,23.85
2015-04-29,Furniture,South,51.96
2015-04-29,Office Supplies,South,17.94
2018-10-23,Office Supplies,East,11.56
2018-10-23,Office Supplies,East,26.4
2018-10-23,Furniture,East,69.08
2018-10-23,Technology,East,35.88
2015-03-30,Office Supplies,East,49.65
2017-01-04,Technology,South,959.968
2016-04-26,Furniture,Central,408.422
2016-09-12,Technology,East,479.984
2016-09-12,Office Supplies,East,12.6
2018-09-11,Office Supplies,South,184.66
2017-06-12,Office Supplies,Central,23.12
2017-06-27,Office Supplies,Central,37.464
2017-06-27,Furniture,Central,539.658
2015-09-26,Office Supplies,West,310.12
2018-11-03,Office Supplies,Central,8.56
2018-11-03,Office Supplies,Central,52.4
2018-11-03,Office Supplies,Central,14.94
2018-02-19,Office Supplies,West,11.22
2016-11-05,Office Supplies,South,387.136
2015-06-16,Office Supplies,East,41.4
2015-06-16,Office Supplies,East,35.0
2015-06-16,Office Supplies,East,39.552
2016-10-12,Technology,Central,135.72
2016-10-12,Office Supplies,Central,12.56
2016-10-12,Technology,Central,263.96
2018-08-27,Office Supplies,Central,5.952
2017-11-23,Office Supplies,East,15.8
2017-11-23,Furniture,East,14.368
2017-11-23,Furniture,East,70.448
2018-01-30,Office Supplies,West,129.3
2016-11-30,Office Supplies,Central,3.882
2015-06-28,Office Supplies,Central,6.08
2015-09-02,Office Supplies,East,19.9
2015-09-02,Furniture,East,70.71
2018-07-10,Furniture,South,18.84
2018-06-04,Office Supplies,Central,8.64
